entidad,mun,pob_tot,p_15ymas,p_6a14,p15ym_an,p_6a14_noa,p_15ymas_edbasinc,psinder,vivpar_hab,vph_pisoti,vph_excsa,vph_aguafv,vph_nodren,vph_s_elec,vph_lavad,vph_refri,vph_cel,vph_pc,vph_inter,vph_tv
14,14089,3703,2679,593,135,17,1320,246,1006,26,979,11,38,6,776,907,636,186,150,966
14,14090,7005,5128,1144,246,25,2354,779,2078,43,2041,41,40,8,1649,1911,1434,504,400,2004
14,14091,41278,28831,7603,1641,292,16079,7156,10918,154,10407,301,499,69,8976,10113,7227,2314,2032,10603
14,14092,10317,7636,1624,574,57,4476,927,3035,124,2913,42,103,11,2292,2775,2092,513,389,2923
14,14093,141322,99581,25557,4724,1247,48182,25920,36152,125,35861,472,233,86,32739,34530,31817,13221,13645,35608
14,14094,42009,28586,8205,1056,278,10726,7282,9956,193,9672,182,233,81,7917,9129,8238,2912,2676,9562
14,14095,9608,7002,1597,340,62,2889,1046,2587,6,2559,17,55,9,2146,2455,1717,707,728,2530
14,14096,20961,14615,3759,1015,194,8193,4249,5712,126,5513,118,167,38,4051,5082,4224,1196,1434,5514
14,14097,549442,363083,111493,7272,5128,111233,103006,145220,897,144113,987,326,132,115678,136649,134814,54046,52240,142381
14,14098,664193,472076,117599,15189,5840,161776,145579,166239,3079,165197,3546,850,103,135467,156040,148156,64237,66243,163614
14,14099,10310,7304,1716,710,37,3787,805,2559,194,2322,179,270,85,1578,2148,1519,358,148,2353
14,14100,35824,24846,6565,1955,431,13388,3462,9682,399,9072,346,582,165,6729,8588,6753,1655,1324,8475
14,14101,536111,369264,99065,9600,4681,121865,124512,129922,2084,129016,2785,1003,163,105735,122189,115772,43638,48767,127760
14,14102,5960,4418,854,293,17,2294,748,1702,15,1681,6,23,2,1495,1659,1389,454,363,1663
14,14103,7919,5859,1266,337,45,2784,658,2203,36,2190,16,18,24,1660,2027,1596,478,451,2116
14,14104,4412,3322,635,203,26,1745,542,1396,16,1335,46,61,31,1013,1244,946,345,286,1239
14,14105,23171,16184,4301,1089,243,8787,3456,6083,68,5974,166,95,13,5107,5746,4981,1161,941,5931
14,14106,4229,3046,665,368,18,1839,263,1129,36,1015,71,100,18,770,958,764,132,29,1041
14,14107,6156,4232,1168,223,41,2201,1131,1558,25,1529,45,26,4,1203,1420,1170,284,296,1503
14,14108,34535,24429,6111,1264,198,10155,5136,8550,417,8488,43,55,44,6130,7746,6931,2437,2069,8269
14,14109,17915,12527,3339,1136,160,7782,3286,4439,48,4227,129,317,52,3606,4036,3405,777,671,4305
14,14110,13446,9840,2140,416,66,4590,1792,3750,54,3666,48,56,16,3102,3546,2488,1154,1036,3586
14,14111,6924,4928,1159,273,59,2613,1244,1838,4,1792,30,39,8,1708,1783,1592,609,546,1801
14,14112,5389,3991,856,335,42,2121,1465,1619,28,1599,32,21,6,1349,1530,1170,418,496,1563
14,14113,16105,11456,2651,906,111,5834,1742,4220,139,4016,169,197,47,3137,3757,3176,633,423,4005
14,14114,17824,12711,2963,803,81,6493,1805,4683,79,4637,18,31,6,3583,4294,3673,979,994,4501
14,14115,5417,3752,926,387,39,2181,657,1539,89,1354,172,184,94,946,1176,1089,363,293,1265
14,14116,20257,13895,3888,643,170,8066,7018,5282,37,5200,78,68,18,4803,5034,3809,1592,1534,5135
14,14117,4110,3052,646,249,56,1964,576,1249,15,1191,19,50,25,1061,1155,951,212,166,1193
14,14118,22586,16455,3834,1162,173,8803,3196,6503,33,6300,411,210,77,5407,5997,5000,1445,1092,6230
14,14119,28205,20186,4862,959,222,9842,4085,7133,310,6927,143,235,36,5079,6406,5415,1616,1565,6855
14,14120,1332272,991150,206620,20192,7623,248474,231933,358742,4693,356883,5521,806,341,309023,345184,327916,193675,196181,352377
14,14121,29190,21492,4609,1123,145,9760,4691,7618,106,7581,66,42,26,6304,7032,5651,2164,1918,7412
14,14122,7027,4932,1286,449,33,2330,526,1792,259,1692,78,91,80,901,1283,1048,197,155,1597
14,14123,17893,12555,3163,972,173,7137,3243,4491,67,4343,68,139,34,3490,4142,3216,639,454,4362
14,14124,68519,48004,12309,2904,918,26000,21691,17671,114,17263,548,420,63,15033,16669,15425,4122,3985,17242
14,14125,18952,12749,3779,1139,209,7816,4677,4888,31,4739,234,115,28,4302,4530,3971,1092,941,4766
15,,16187608,11882755,2665120,396536,65210,3526736,3339163,4168206,75597,4066302,156702,139638,17219,2893077,3472289,3295921,1416947,1430088,4013810
15,15001,66034,44265,13879,4422,302,21053,8319,16184,960,12715,2567,4699,527,4811,9506,9061,1640,1051,14949
15,15002,152506,110164,26297,2245,636,30045,31267,40245,596,39961,6124,1940,44,29267,35686,33424,10971,8809,39375
15,15003,49026,33923,9530,3082,162,16790,4634,12581,438,9932,1276,3321,449,4820,8604,8456,918,499,11839
15,15004,14846,9987,3019,917,83,5442,963,3811,138,3260,436,611,85,1729,2539,2708,519,379,3227
15,15005,176237,119544,34008,9134,944,53474,22381,41966,1892,37818,4104,5011,644,14112,25798,28338,5771,4753,38933
15,15006,11126,7977,1907,328,35,2737,1729,2533,131,2504,11,22,5,1611,1648,1720,686,736,2442
15,15007,24669,16722,4756,1791,115,9081,1392,6110,357,5583,261,878,125,1608,2847,2884,359,240,5208
15,15008,26610,18702,4620,3123,159,10653,1101,6936,543,6011,951,1000,161,3936,5691,4958,826,567,5408
15,15009,50904,37091,8604,1050,212,10093,8899,12439,544,12353,235,382,23,7793,9497,9937,2953,2844,12117
15,15010,29347,21348,5045,714,115,6893,7169,7266,78,7089,181,145,33,4952,6095,5225,1575,1279,6923
15,15011,62392,44753,11039,1042,250,14144,12259,14899,401,14812,1092,83,38,9658,12101,12587,2948,2041,14613
15,15012,11875,8250,2151,252,76,2808,1569,2636,90,2618,5,10,4,1601,1854,1887,713,733,2506
15,15013,523296,404462,73126,8519,1872,100382,128501,144485,643,141668,218,66,75,116038,131850,122900,65558,68609,140492
15,15014,100675,69941,19251,4371,285,23359,11998,24392,599,22751,1191,1930,322,10045,16652,17188,6169,4747,22683
15,15015,30945,22336,5191,1266,206,8764,5883,7213,740,7111,376,552,35,3738,4110,5011,927,827,6785
15,15016,27709,19491,5277,1028,98,7677,3030,7102,170,6765,264,346,51,4232,5404,5151,1092,835,6799
15,15017,9863,7090,1731,166,42,2018,1360,2499,72,2463,33,104,10,1657,1901,2009,509,430,2397
15,15018,56574,40372,9821,1477,221,11520,11708,13394,234,13267,128,87,31,8932,9843,10891,4031,3707,13012
15,15019,35495,25413,6154,581,160,7583,8332,8108,193,7962,145,68,14,5335,6053,6033,2047,2175,7782
15,15020,284462,223779,38120,1762,634,35834,56675,81614,164,81043,51,34,0,73094,78981,71061,44928,45583,80487
15,15021,39897,26310,7904,2597,457,15296,3720,9463,476,8445,568,1094,158,5180,6303,6884,1173,971,8385
15,15022,14414,10468,2531,230,33,2609,2315,3565,147,3518,280,88,27,2380,2881,2853,997,975,3452
15,15023,41810,29406,7481,1206,213,8711,10297,9643,382,9521,133,78,25,5863,7687,7459,2198,2043,9268
15,15024,149550,111382,24068,887,482,17159,23973,41781,125,41467,16,84,10,36661,40098,37060,22393,22215,41224
15,15025,343701,247108,60640,6356,1357,76175,88068,88515,2825,87730,5770,3027,216,60488,70895,68966,21800,21343,85944
15,15026,28289,18947,5597,1701,122,9103,2286,6815,219,5736,352,1679,165,2576,4256,4871,489,246,6257
15,15027,11764,8286,2207,124,47,1903,1278,3068,47,3053,39,21,10,2232,2525,2599,1149,1090,3019
15,15028,29159,21296,5028,465,111,6114,5858,6926,127,6819,289,62,11,4367,5843,5642,1914,1908,6696
15,15029,204107,145162,36271,2687,749,36328,53035,54270,377,54168,799,40,18,41232,48614,46100,19188,20948,53381
15,15030,25543,18368,4467,282,84,4751,8753,5454,105,5391,335,68,25,3194,4294,4195,1334,1298,5295
15,15031,679811,483579,116690,15272,2853,177897,168907,166492,4267,164008,9001,752,265,108030,134372,124468,34789,39009,159987
15,15032,34000,21824,7486,2901,493,13252,3310,7694,977,6396,1279,1893,494,1485,2747,3707,365,149,5838
15,15033,1677678,1284029,247101,25268,5722,340190,438598,436963,4180,435585,6604,875,109,349139,401525,357372,172024,179212,429855
15,15034,9414,6404,1833,456,31,2336,1056,2211,168,2129,103,224,22,864,1154,1465,239,184,2015
15,15035,128486,86736,25821,1517,589,19341,20821,34044,169,33733,368,267,68,25685,30414,30203,9163,8407,33143
15,15036,43784,30777,8291,2049,146,13397,10956,10165,241,9629,286,492,47,5322,7918,6959,1312,1032,9782
15,15037,267858,202787,38631,3891,521,44287,55074,72664,494,72246,1232,294,85,59267,65704,62835,40342,41426,71025
15,15038,11726,8186,2276,342,42,3172,2108,2795,89,2594,18,423,9,1699,1990,2110,582,624,2678
15,15039,495563,357839,88572,7448,2349,96360,118904,128859,2971,128034,7558,2393,301,92895,109611,105903,43036,47334,124238
15,15040,35552,24879,6481,1810,264,11538,2273,8987,356,8383,1023,584,50,4550,6800,7203,1998,1658,8190
15,15041,6791,4468,1423,572,148,2929,208,1672,140,1333,139,374,120,514,705,611,50,20,1184
15,15042,153184,106272,28676,9042,646,45448,14032,35263,1672,31742,5639,8973,473,9029,21765,23550,4093,2644,32826
15,15043,29572,20589,5465,704,201,7739,6880,6822,349,6601,440,272,72,3351,3556,4218,998,875,6394
15,15044,27825,20585,4572,367,93,5395,3995,7131,60,7083,27,27,9,5361,6374,5881,2538,2541,6993
15,15045,87927,62145,16569,3626,308,25487,8958,22126,529,19201,2664,4426,902,10073,16267,15782,3014,1531,20561
15,15046,19013,13496,3393,588,83,4904,2836,4613,163,4502,41,196,55,3138,3559,3381,1236,1144,4427
15,15047,74314,50156,14687,3875,404,23528,7350,17211,805,15602,514,2361,290,5022,10089,10406,1540,1124,15652
15,15048,65291,46552,11755,2661,168,16786,7316,16380,525,14715,977,2376,231,6541,11242,10456,2594,1747,15438
15,15049,13857,9553,2485,595,84,4102,879,3266,120,3184,54,73,29,1620,1437,1717,315,221,2951
15,15050,25436,17803,4615,820,189,6747,3569,6215,326,6158,375,144,30,3425,3882,4714,879,806,5961
15,15051,146654,104692,25197,4837,574,32203,20782,34366,900,33644,417,848,104,21872,26047,26615,8528,7053,32941
15,15052,27482,19305,4849,1654,178,9722,3278,6873,190,6203,490,620,42,2794,4689,3860,952,751,5893
15,15053,57152,40822,10262,880,406,11674,12461,13696,388,13561,187,140,24,10361,12109,10480,4282,4238,13233
15,15054,227827,176276,31385,2853,542,34055,41029,59571,357,58507,917,315,91,46989,52558,51916,32369,33873,58397
15,15055,12796,9226,2266,296,56,2704,3672,2878,44,2846,124,38,10,1824,2102,2268,872,862,2786
15,15056,29862,20431,5737,2544,212,11193,2716,7223,483,5797,782,1950,285,1751,3336,3691,599,321,6386
15,15057,844219,648734,119976,14103,2565,169529,182174,231174,1698,228746,1331,359,155,178276,208684,192907,104017,106473,225373
15,15058,1039867,809589,145866,16803,3223,213431,263158,280391,1961,278353,1791,713,331,218355,252260,220549,113252,123987,274467
15,15059,39666,27332,7582,778,164,8850,9424,10138,189,9999,303,180,36,6531,8113,8501,2218,1466,9730
15,15060,410118,295764,70810,9431,1394,92252,84296,105282,1567,104127,5284,1483,220,75868,89355,83065,33951,34018,102778
15,15061,8960,6358,1729,329,22,2380,683,2422,28,2341,26,79,5,1596,1948,1924,533,470,2339
15,15062,66190,48263,11083,1579,117,13265,12296,14857,218,14616,614,206,70,9442,10812,11983,4556,3758,14178
15,15063,34485,22919,6940,1840,177,10972,4509,7989,459,7522,634,918,97,3798,4635,4491,708,542,7027
15,15064,37343,25361,7513,1925,191,10635,2725,9045,284,8093,610,2074,74,3887,5882,5841,1365,1089,8673
15,15065,35274,25170,6208,1046,143,8478,4074,9137,128,8878,145,166,37,5840,6973,6921,1651,1610,8693
15,15066,3872,2596,761,418,22,1493,120,970,64,860,49,115,9,520,802,489,74,43,787
15,15067,84519,58064,16603,4034,472,24054,12596,17713,1117,16878,148,1161,132,7594,10554,12390,2460,2358,16546
15,15068,29114,20945,4919,643,107,6785,6618,6742,344,6648,388,436,29,3421,4707,5018,1268,1198,6399
15,15069,3963,2966,644,58,10,754,884,1031,9,1024,8,5,2,711,915,883,330,281,1009
15,15070,293725,210400,50803,5867,1238,68370,73508,74863,1739,74283,9082,503,344,49479,60844,58916,20679,20041,70930
15,15071,13851,9936,2270,552,32,4029,1219,3646,36,3308,37,461,55,2082,3108,2682,585,365,3510
15,15072,13261,9457,2365,339,53,2664,1197,3077,80,3058,26,26,12,2038,2169,2230,722,651,2984
15,15073,27230,18749,5308,382,103,3505,3252,7082,93,7047,56,26,27,5115,5830,6194,2816,2913,6880
15,15074,134143,86468,29358,10493,1306,47741,11487,28552,1462,25167,7548,11137,831,3798,10432,15401,2295,1244,26685
15,15075,26960,19786,4487,605,57,5694,3937,7108,91,7015,324,83,32,4769,5932,6059,1689,1609,6874
15,15076,75511,54121,13154,1234,301,13930,14920,17775,129,17589,1132,159,42,11713,13533,14532,6400,5831,17285
15,15077,6010,3949,1253,362,45,1676,53,1430,93,1199,20,276,36,798,1028,991,170,72,1188
15,15078,9682,6720,1768,617,88,3166,263,2456,72,2296,183,162,8,1524,2063,1630,399,303,2227
15,15079,13290,9474,2365,498,29,3763,1043,3486,35,3018,121,714,107,1688,2828,2459,486,206,3271
15,15080,26832,17777,5618,2901,182,9886,2293,6323,500,4874,635,1613,229,2288,3856,3981,622,401,4498
15,15081,446008,317168,82089,4428,1403,58399,105773,122551,729,122019,941,146,65,100819,113033,107869,51489,50878,119789
15,15082,77799,51418,15821,6935,629,24748,3982,18845,968,16356,1762,2538,231,10026,14699,14123,3493,2544,15607
15,15083,12984,9151,2419,166,75,2252,1874,3354,84,3315,140,28,12,2393,2830,2788,980,820,3230
15,15084,38622,27687,6802,1094,93,9858,6485,9880,204,9627,431,260,40,5864,7509,7758,1698,1293,9417
15,15085,63721,43910,12401,4822,438,21940,7652,15548,565,13475,869,3202,418,5657,10736,8856,2171,1708,14569
15,15086,31631,20840,6541,2181,277,10931,1264,7557,318,6015,493,1769,203,2993,4122,4167,545,250,6254
15,15087,103834,68221,21922,5829,644,34051,12642,22211,1436,20419,484,2805,330,6622,10189,13881,2199,2181,19620
15,15088,97891,67952,17982,4229,552,26444,15517,23582,849,22141,2765,2162,179,11005,15380,15342,4822,4558,21566
15,15089,12470,8954,2190,280,50,2930,2070,3174,92,3158,40,70,16,2156,2488,2594,638,514,3068
15,15090,86380,60214,15755,3654,480,24137,15924,20144,1040,19879,1362,891,158,11167,11782,12772,3795,3374,18953
15,15091,66518,47496,11987,1187,241,13635,18434,15884,180,15716,207,322,23,11519,13504,12826,3908,3352,15551
15,15092,56993,41195,10027,1022,214,11868,8845,14373,231,14200,515,102,32,10259,12215,12267,3592,3108,13915
15,15093,30680,22186,5249,669,140,7094,3448,7308,149,7031,252,293,46,4673,5644,5688,1560,1471,7025
15,15094,19843,14457,3358,613,138,5480,5549,4662,179,4562,495,401,28,2405,3006,3471,685,611,4432
15,15095,94198,69526,15168,1675,385,17894,21884,24549,379,23941,2255,513,65,18357,21685,20234,7830,8215,23904
15,15096,36902,26772,6556,745,114,9756,12639,9510,155,9234,1022,198,46,5830,7611,7691,1828,1364,9031
15,15097,19206,12609,3908,1169,108,6220,849,4576,212,3953,325,711,110,2036,2560,3050,529,314,3777
15,15098,5246,3752,918,100,20,1039,509,1306,51,1302,2,13,6,717,855,900,270,243,1251
15,15099,240749,181958,37118,3075,245,42254,57607,61978,578,61007,2818,773,21,45116,53918,49971,23609,23191,59315
15,15100,41333,29147,7875,860,185,9326,10710,10215,273,10107,3896,143,40,6801,8544,8356,2074,1678,9824
15,15101,77147,53842,14138,1921,418,19036,14633,16993,935,16582,320,679,100,8866,10079,11005,3324,3414,16186
15,15102,15664,11226,2763,673,44,4996,986,4151,52,3908,290,403,51,2038,3283,2619,501,349,3877
15,15103,47390,35380,7525,631,141,8388,7223,12046,359,11894,108,126,16,8766,9654,9779,3656,3560,11730
15,15104,700734,554695,91225,11930,1672,136784,137608,198653,787,197235,338,265,86,161885,183805,162387,94306,99001,194614
15,15105,34937,24610,6275,4235,205,13166,1785,8976,735,7581,894,1632,92,4917,7571,5994,977,400,7008
15,15106,873536,640129,143588,22151,2709,165150,139374,218639,3476,215404,8728,5368,497,140210,175239,177409,81017,78318,211127
15,15107,12324,9084,1948,440,57,4183,840,3347,47,3271,89,40,14,2185,2971,2618,805,704,3215
15,15108,150182,109563,25282,2213,655,26847,34489,39933,370,39704,119,95,46,31582,35719,33565,17213,15808,38792
15,15109,520557,394698,78536,6262,1504,92121,119428,138210,995,137111,712,321,82,112712,127920,114268,57691,59686,135757
15,15110,65703,46729,11268,3252,447,18792,6574,17766,777,16740,811,1037,277,9985,14564,13490,3816,3719,16410
15,15111,52641,34116,11409,3962,594,19699,4727,11688,754,10170,1251,2837,534,2224,4035,6946,562,244,9830
15,15112,47151,31976,9555,2702,209,15736,3754,11532,534,9534,535,2348,397,4804,6323,7038,1156,990,10139
15,15113,67929,45449,13312,3639,1154,27786,8681,16662,896,15644,772,1317,183,8641,10081,11594,1642,1585,14769
15,15114,104612,66373,23205,8302,1744,41530,9576,22354,1469,16621,6344,9197,1082,3521,8341,12414,867,423,18648
15,15115,51646,37020,9119,1501,114,12395,8293,11405,351,11111,185,382,48,6035,7894,8546,2598,2361,10934
15,15116,4137,2743,819,338,33,1435,103,1034,9,996,19,25,4,738,926,706,194,147,955
15,15117,14958,10225,2850,1085,80,6025,621,3747,288,2684,776,1082,150,1485,2217,2552,490,340,2903
15,15118,188927,132145,34380,5878,1044,44983,28398,44258,1475,43304,1534,1111,170,23389,30275,32996,12153,11441,42436
15,15119,16927,11159,3425,1306,111,5975,1510,3831,358,3302,659,571,55,873,2082,1890,227,177,2864
15,15120,199069,137645,38298,3725,848,38825,44717,50158,480,49442,1516,364,111,34495,42366,42600,13662,11072,48990
15,15121,531041,409775,76338,4476,1443,76609,123217,148877,438,147923,3179,330,68,128890,141545,129538,77352,81089,146205
15,15122,396157,283295,68745,10560,2277,102287,130510,99446,2486,98735,634,200,88,63635,81574,75433,23652,28957,96488
15,15123,27860,18463,5573,3479,219,10531,1096,6686,404,5616,1297,1148,108,3735,5532,4068,620,393,5449
15,15124,93878,58361,22023,9476,1412,39015,7262,19574,1248,18210,4377,9493,407,2559,4799,10217,410,170,18229
15,15125,9728,6789,1814,156,40,1999,2652,2251,30,2234,157,12,6,1618,1913,1779,611,477,2154
16,,4584471,3254687,793556,269310,41495,1579432,1173262,1191884,65784,1153741,49787,83053,10844,817207,1013760,903427,283126,272621,1128752
16,16001,11425,7966,2132,706,87,4717,2630,2875,331,2800,221,298,72,1769,2240,2065,352,314,2714
16,16002,15241,10507,2749,1551,248,7208,6136,3996,282,3775,190,231,142,3055,3549,2891,484,339,3376
16,16003,21651,15199,3793,1526,136,8661,4019,5404,176,5271,36,129,12,3556,4595,4179,571,485,5298
16,16004,15193,11116,2343,1087,178,7341,3093,4063,129,3842,80,273,26,2350,3468,2483,428,260,3905
16,16005,11120,7738,2068,620,106,3594,1774,2558,268,2482,94,150,18,1232,1624,1694,306,264,2392
16,16006,128250,89073,22248,7594,1930,45950,55317,33461,3265,32317,1840,1319,304,24473,31017,28255,7459,8136,31708
16,16007,3218,2234,578,215,39,1188,376,778,81,691,60,136,15,439,521,472,90,58,711
16,16008,24864,15873,5410,2185,426,10505,3281,5776,2194,4411,1216,1526,610,2260,3629,1588,413,275,3252
16,16009,36549,24753,7155,2450,315,13513,11822,9419,906,9217,450,2191,67,6451,7372,6684,1146,1042,8692
16,16010,22138,15413,4137,2115,197,7585,3876,5854,784,5428,447,524,188,3888,4873,4167,1007,639,4919
16,16011,11328,7912,2006,595,108,4391,1989,2893,46,2843,15,32,6,2094,2608,1748,566,589,2828
16,16012,47498,32475,8658,4057,1148,20870,18858,12417,1354,11867,438,502,84,9483,11165,10532,2056,1511,11398
16,16013,9485,6427,1738,1223,58,3940,911,2507,193,2275,332,257,99,1629,2170,1716,231,251,2025
16,16014,14392,10202,2419,1089,150,6273,1756,4030,291,3910,73,122,26,2903,3628,2614,686,702,3613
16,16015,18444,12890,3352,1359,282,8204,2607,4826,579,4477,206,294,319,3529,3977,3262,768,625,3822
16,16016,20749,15406,3070,1806,94,9668,7928,5794,343,5630,263,464,60,3341,4589,4128,664,392,5517
16,16017,34193,22916,6950,2460,196,13181,7104,8616,253,7663,356,1160,128,4180,6795,5868,755,508,8249
16,16018,9151,6509,1535,654,52,3800,1521,2322,75,2294,14,58,5,1211,2009,1750,242,125,2263
16,16019,19018,13559,3234,1735,195,8518,5428,5237,70,5154,142,72,8,4342,4948,3816,1316,1338,5049
16,16020,29681,21156,5167,2445,205,13010,6675,7035,268,6895,110,293,30,3481,5840,3904,726,561,6801
16,16021,12373,8759,2084,1680,156,5506,3042,2997,724,2949,153,1171,56,1169,1289,1547,164,56,2692
16,16022,21784,15152,3924,1223,124,8047,5028,5234,305,5101,93,129,20,3518,4592,3911,739,578,5032
16,16023,10258,7481,1635,826,112,5223,3069,2970,49,2876,35,72,9,2337,2628,1965,468,521,2867
16,16024,19081,12918,3501,1575,122,6721,3943,4247,1138,4192,466,1777,52,2371,2072,2471,538,260,3910
16,16025,39035,27387,6808,3346,417,15719,12043,9139,1434,8661,382,3296,186,2476,4866,4607,868,751,7893
16,16026,5032,3515,909,366,55,2278,946,1325,238,1204,37,118,86,924,1076,529,125,142,941
16,16027,4559,3469,647,529,24,2395,784,1380,54,1286,183,184,5,741,1186,938,94,44,1332
16,16028,5016,3942,650,249,33,2475,947,1584,18,1542,62,71,8,1235,1450,912,335,325,1522
16,16029,15455,10445,2949,1564,109,6440,3015,3530,706,2760,279,796,137,2053,3004,1718,368,179,2832
16,16030,12788,9784,1835,1105,111,6836,3165,3775,45,3652,61,147,15,2585,3405,1842,600,692,3643
16,16031,16622,11418,3152,1375,103,7037,5209,4411,192,4042,125,412,69,2409,3776,2816,312,48,4182
16,16032,15291,10851,2653,1159,95,5956,4188,3866,268,3785,140,900,44,1764,2446,2357,342,217,3707
16,16033,22707,15840,4054,2161,256,8947,4312,6113,371,5722,299,453,58,4222,5401,4830,698,566,5519
16,16034,122619,84310,22777,6935,1144,44641,36980,29421,1831,28040,1853,2697,478,17868,21832,20726,4640,4234,27933
16,16035,34243,23686,6129,3554,191,13530,6318,8813,909,7794,635,1180,167,6127,7873,5884,902,573,7655
16,16036,11723,8714,1699,1004,51,5490,2764,3361,110,3301,15,63,8,2427,3114,2648,631,570,3256
16,16037,8093,6309,1098,827,51,4113,2457,2512,108,2348,41,210,27,1561,2179,1813,184,153,2377
16,16038,40818,29358,6680,5139,308,16577,7516,11503,1210,10659,2111,838,375,7805,10217,6530,1766,1667,9858
16,16039,8838,6031,1569,494,48,3328,994,2058,74,2032,28,198,12,1102,1552,1313,159,88,2006
16,16040,16990,11972,2991,1323,138,7376,4669,4071,334,3852,146,189,38,2139,3131,2762,433,373,3829
16,16041,15215,10642,2722,972,127,6228,3406,3723,234,3517,301,304,34,2314,2980,2507,412,186,3514
16,16042,12720,9314,1922,1101,194,6626,3462,3418,111,3350,44,60,11,2287,3043,2128,483,514,3244
16,16043,69744,48809,12328,4177,1724,27232,19815,17669,240,17557,474,94,48,12045,15397,13087,4528,5640,17242
16,16044,12426,9365,1885,971,78,5822,3937,3706,103,3535,98,491,28,2609,3253,2591,573,426,3604
16,16045,32950,24526,5147,2017,286,12790,8774,9203,117,8981,247,220,47,6546,8588,6348,2564,2938,8993
16,16046,14387,9930,2625,1140,170,5562,3745,3709,111,3605,167,118,24,2604,3225,2681,426,295,3396
16,16047,21548,14373,4236,1246,287,8375,5982,5318,274,4984,185,328,95,3274,4353,3890,501,512,4682
16,16048,5571,3929,970,357,25,2482,1361,1417,24,1373,9,58,7,915,1220,964,164,109,1361
16,16049,18030,11961,3644,1799,240,7743,3348,4312,888,3799,120,779,327,2294,2830,2707,289,169,3417
16,16050,88535,60376,16359,5669,671,34189,19821,21703,964,19776,993,3098,373,11689,17764,14887,2599,2104,20525
16,16051,13750,10028,2197,549,107,5105,5641,3937,51,3831,73,112,26,3177,3639,3024,1087,1377,3809
16,16052,183185,129058,32482,5963,1196,43124,31278,49386,1772,48780,1245,727,312,39679,46114,44227,17383,15167,47206
16,16053,784776,588743,120589,20601,3021,176897,195304,215405,5282,212412,6693,4630,460,166664,199738,189028,91289,87622,209747
16,16054,7806,5668,1324,637,35,3673,1594,2114,56,2004,47,291,2,1543,1916,1474,158,87,2015
16,16055,45484,31330,7944,3468,714,16816,11073,11663,816,11013,644,830,125,7858,10455,9490,1700,1333,10783
16,16056,28074,19016,5230,3046,146,10573,3093,6102,1955,5992,1148,3161,82,2266,2003,3002,407,211,5673
16,16057,8195,5396,1591,967,64,3360,1088,2051,211,1763,301,327,142,1091,1562,1312,179,70,1503
16,16058,19595,13450,3511,882,154,6964,6698,4623,212,4551,67,167,24,3607,3463,3838,606,521,4482
16,16059,7988,5693,1346,600,36,3362,1585,2139,144,2042,22,107,18,1547,1931,1703,118,50,1909
16,16060,9794,7216,1540,542,79,4262,1406,2446,43,2372,20,71,3,1860,2253,1508,348,358,2408
16,16061,24424,15676,5269,1622,221,9569,5762,5579,397,5368,651,1591,116,1961,2398,3709,253,182,4824
16,16062,19440,13178,3520,1477,297,8321,4628,4977,140,4780,92,126,37,3164,4208,3146,784,893,4750
16,16063,15705,11422,2652,1110,107,7868,4455,4315,138,4063,53,427,44,2480,3775,2891,480,411,4143
16,16064,26789,17986,5082,2634,464,11334,7163,6651,655,5640,318,1152,72,4519,5969,5107,545,610,6010
16,16065,37464,26598,6334,3191,205,13043,11238,9026,1434,8757,1734,3055,99,4746,5113,5745,1395,1142,8213
16,16066,93265,65468,16712,4690,641,29194,21274,22767,1786,22266,1246,2325,169,13116,16812,17391,5214,5358,21720
16,16067,16920,12695,2500,1481,120,8443,3114,4751,92,4490,50,461,31,2850,4170,2349,452,357,4563
16,16068,27832,18999,5100,1527,443,11465,7294,6967,235,6898,81,126,30,5652,6305,5481,1422,1376,6759
16,16069,103702,75396,17312,3913,940,34246,20666,27054,111,26698,476,297,59,22148,25647,20079,8839,8815,26547
16,16070,15255,11376,2294,672,126,6594,3970,4154,84,4117,40,54,19,3737,3945,3011,928,618,4066
16,16071,67644,47793,12251,5128,562,29067,12733,17361,324,16531,593,1272,63,12116,15752,11997,3032,2579,16927
16,16072,13836,9739,2412,799,89,5527,3311,3452,194,3345,63,133,44,2496,2962,2398,446,375,3291
16,16073,27862,20099,4635,2329,228,11806,8117,6866,522,6512,239,666,20,4132,5101,4555,1116,1014,6629
16,16074,10450,7319,1809,933,87,4811,1939,2759,70,2693,19,57,5,2104,2508,1987,424,442,2687
16,16075,69723,48621,12359,4895,1002,26086,12081,17686,960,17422,1614,2164,117,12219,13898,12609,4620,4497,16874
16,16076,76587,54135,13592,3702,726,26921,21820,19771,198,19592,152,88,21,15289,18453,15234,6291,7075,19370
16,16077,17845,12828,2861,2668,119,7629,4066,5081,585,4744,356,312,83,3294,4581,3362,587,512,4290
16,16078,12466,9147,2035,1167,40,5337,3648,3111,167,3016,33,118,21,2156,2690,1961,439,371,3029
16,16079,49588,34016,8897,4168,433,21305,13747,11803,1244,11702,717,4408,93,5447,7535,7500,951,813,10998
16,16080,19146,13009,3679,1263,174,7357,4888,4436,300,4123,218,732,83,2311,3191,3188,431,171,4187
16,16081,8804,5864,1730,1150,145,4460,1992,2158,245,1868,308,332,47,1067,1541,1071,67,32,1725
16,16082,76661,52408,14029,4964,691,26577,15321,19056,994,18697,455,1240,157,13995,16389,15830,3210,2381,17897
16,16083,31100,20637,6043,2419,407,13187,13334,7541,529,7375,273,1009,99,5671,6325,4923,607,595,7015
