entidad,mun,pob_tot,p_15ymas,p_6a14,p15ym_an,p_6a14_noa,p_15ymas_edbasinc,psinder,vivpar_hab,vph_pisoti,vph_excsa,vph_aguafv,vph_nodren,vph_s_elec,vph_lavad,vph_refri,vph_cel,vph_pc,vph_inter,vph_tv
11,11006,5128,3624,965,613,18,2042,173,1363,81,1059,548,434,49,361,702,62,81,39,1180
11,11007,494304,357651,86402,14389,2737,112522,97889,129705,2409,128739,1786,1884,553,104126,119745,104431,48406,50326,126874
11,11008,38832,27286,6706,3004,379,15854,3776,10037,177,9052,630,1082,127,7558,8745,6650,1590,1342,9563
11,11009,82572,56387,16092,5170,511,26339,9920,18436,1241,16263,2324,3029,417,10183,14141,11693,2670,2567,17528
11,11010,12068,8513,2197,821,55,4587,814,3289,46,3095,43,246,26,1825,2885,2367,353,207,3134
11,11011,95961,69915,16238,4878,689,29070,14190,23806,649,23209,553,1075,200,19429,21521,17553,5747,4994,23282
11,11012,28320,20046,4907,1979,203,10483,4098,7139,108,6781,108,389,70,4725,6270,4992,1129,993,6875
11,11013,24219,16206,4902,1934,52,7820,1583,5570,126,4987,106,687,67,3005,4240,3863,695,519,5319
11,11014,152113,102410,30254,9024,1400,54665,22148,34636,1549,30724,1917,5387,1425,22835,28317,24961,5902,6689,32585
11,11015,184239,135105,29975,5260,420,41634,14768,46198,626,43907,3560,2352,306,35570,42360,37747,17758,16952,44613
11,11016,21638,15500,3805,1000,115,8048,1232,5241,36,5007,82,265,23,3469,4428,3278,763,583,5023
11,11017,574344,407478,98312,17147,2844,141236,96830,137934,1940,134432,5423,4411,558,105854,126456,108312,44140,40692,134273
11,11018,38412,27822,6165,1874,209,11851,2959,9734,177,9404,182,303,61,7414,8398,6443,1547,1227,9454
11,11019,49053,34484,8733,4883,340,19638,3848,13197,241,11715,648,1772,150,7357,11192,7986,850,612,12620
11,11020,1578626,1127150,275861,44036,13411,400246,259435,386977,3418,384020,14687,5460,692,324636,358135,322972,137589,141891,379855
11,11021,50377,38403,7674,2513,195,19247,10744,13988,55,13771,58,251,18,11116,13369,9466,4071,4019,13747
11,11022,23528,15621,4832,1572,248,9158,2196,5626,125,5133,325,526,106,3821,4321,3927,632,360,5374
11,11023,150570,107503,25734,10698,1400,58079,22395,37595,1146,33174,2111,4982,358,23847,32072,23690,5170,4571,35866
11,11024,11872,8588,2000,851,64,4458,1446,3045,29,2876,51,171,17,2289,2739,1990,496,434,2913
11,11025,79798,53986,15226,3018,1298,32093,11156,18523,262,18136,487,593,124,15135,16431,14652,3433,3072,17936
11,11026,59879,41745,10628,3950,473,22247,4568,13898,307,12843,205,944,50,9841,11310,8708,1709,1527,13202
11,11027,273271,203924,42368,12559,1389,75253,39116,71745,944,70447,714,1281,218,60470,67051,56736,24540,24660,70372
11,11028,100391,74881,15650,7305,530,36302,13967,27317,1052,26074,531,1612,241,19903,23781,17075,5459,4921,26200
11,11029,39668,26782,8174,3674,354,15968,3056,9392,405,7222,488,2544,228,5681,7179,6266,818,553,8889
11,11030,113109,75014,23339,8136,869,39588,10907,25894,800,21543,2964,4824,536,14734,20284,18097,2891,2140,24903
11,11031,119510,83955,21395,4795,1698,45727,24673,29218,443,28120,864,1216,227,24141,25824,21750,7123,7425,28177
11,11032,78794,52784,16037,4207,214,19544,8506,19146,432,18169,284,977,133,13146,16821,15560,4455,3312,18198
11,11033,121027,81792,23543,9077,846,39228,18388,27170,1493,24212,2645,4223,762,16554,20441,19679,4598,3727,25603
11,11034,5261,3625,1020,544,20,1938,236,1340,61,1205,126,237,72,441,920,747,151,59,1143
11,11035,83060,56688,15332,5395,839,28300,14692,18472,783,17290,695,1556,316,12043,15876,12771,2857,2892,17770
11,11036,6824,5168,998,610,19,2768,589,2006,26,1953,30,56,11,1509,1781,1007,292,304,1911
11,11037,189567,129323,35472,9224,1241,55466,18682,42202,845,40303,2692,1651,236,30347,36853,31309,7755,7112,40726
11,11038,12256,8920,1988,759,48,4443,1341,3330,35,3201,37,144,40,2189,3066,2362,531,423,3244
11,11039,34263,25164,5353,2754,163,13437,2885,9470,332,9042,227,530,73,6929,8391,5872,1313,1036,9196
11,11040,18960,12132,4282,1734,134,6218,1386,4580,288,3408,412,2280,198,1020,2634,2172,416,282,4092
11,11041,62761,46579,10129,3365,364,25676,11562,16303,120,16103,196,340,57,12609,15074,11072,3757,3392,15807
11,11042,142672,104415,23698,9231,1263,55072,21579,36583,746,33989,654,2629,229,26889,31747,21813,6528,5976,35443
11,11043,20166,13624,4030,1411,104,6483,1209,4792,290,3801,885,1421,208,1698,3299,1554,502,291,4261
11,11044,58830,41228,10679,2446,260,14110,6625,14404,589,14236,626,489,124,11408,13052,11159,3100,2841,14014
11,11045,11639,7725,2484,1403,116,4674,173,2960,210,2346,498,770,163,1018,1988,159,245,197,2444
11,11046,69763,51358,11211,5716,500,29918,10759,18702,394,17539,360,1244,72,13558,16630,11463,3030,2525,18096
12,,3533251,2439412,663332,332089,27492,1174556,529379,895157,124238,778933,135488,145706,22183,374186,694094,543033,158996,158853,735435
12,12001,810669,597227,130271,35668,4821,206216,151257,220033,17070,210781,15276,8887,1299,121537,198167,176070,56517,64345,205224
12,12002,26858,16859,5935,4977,404,13209,2841,5945,1087,4579,1490,1768,290,1370,3894,2166,228,180,3980
12,12003,38134,25575,7295,4877,336,15913,7669,8720,1495,6320,1206,2586,322,2851,6621,3716,480,408,6828
12,12004,19368,11147,4980,4713,482,9125,2016,3716,957,2258,291,1731,65,522,1963,523,90,31,2205
12,12005,6657,4478,1389,839,24,2669,741,1620,98,1528,94,171,29,874,1324,894,155,111,1411
12,12006,11159,7546,2143,1196,56,4098,1822,2893,234,2541,544,340,41,1355,2413,1221,521,457,2450
12,12007,31406,22319,5334,2634,198,10874,4400,8158,578,7212,960,873,122,4705,7153,4454,1464,1557,6963
12,12008,8731,6056,1635,1219,111,4241,969,2340,256,1847,816,523,64,842,1891,958,153,165,1852
12,12009,5476,3296,1345,979,49,2377,564,1202,453,801,156,793,67,50,273,44,15,0,327
12,12010,27212,15725,7014,5576,370,11798,2355,6326,1622,4961,1265,2202,411,322,1838,234,79,15,2808
12,12011,60382,42420,11020,4402,192,18972,6434,16841,2223,15255,874,1577,513,6062,13198,10353,2126,1540,14300
12,12012,69716,42801,16605,9367,596,25916,5946,15122,3583,8526,1831,6836,1676,1926,8117,6167,1134,746,8925
12,12013,14865,10362,2771,1941,58,5464,2939,3898,376,3281,1385,738,127,1103,2983,1606,287,167,3051
12,12014,15318,11587,2323,944,65,4574,1322,4786,425,4387,580,1220,97,2697,3981,3025,647,547,4270
12,12015,13286,9714,2302,852,48,4644,1702,3878,166,3792,222,72,12,2452,3482,2310,700,534,3602
12,12016,12725,8608,2452,1783,231,6501,602,3287,929,1716,1168,1581,162,1605,2590,741,117,69,2441
12,12017,13457,9694,2176,1219,114,5181,2333,3706,399,3396,407,391,37,1766,3254,2207,448,354,3322
12,12018,14304,9868,2676,1630,76,5136,1328,3873,380,3142,322,797,63,1790,3026,2199,317,396,3180
12,12019,14866,9490,3288,2998,275,7142,1647,3224,1001,2253,2035,1430,125,354,1878,1027,80,36,2069
12,12020,20192,11714,5239,4201,389,9116,1870,4347,995,2200,769,2442,184,207,1752,1188,114,37,2229
12,12021,76306,53408,14083,6918,400,26015,8298,20473,2603,16694,4901,4253,420,7424,15724,12992,1658,1683,17138
12,12022,39002,27316,6619,4692,750,17102,8208,10225,2564,7868,3342,2047,539,5299,8169,3858,865,883,7816
12,12023,27266,18030,5355,3208,221,10638,4174,6914,756,5625,660,1447,190,3479,5383,3146,745,607,5681
12,12024,7649,4986,1578,882,66,3277,551,1920,249,1652,406,493,70,573,1219,310,86,12,1204
12,12025,16415,10715,3517,1786,88,5948,1810,3903,448,2556,1078,1565,40,783,2733,1236,125,40,2994
12,12026,8559,6028,1550,1123,39,4009,1626,2377,413,2039,1336,433,39,636,1810,499,141,105,2069
12,12027,19746,14450,3099,3545,300,9987,5136,5831,645,5144,976,755,240,3772,5187,1902,473,353,4592
12,12028,129867,82421,28927,22767,1520,55096,16963,29461,6350,21475,8308,10224,934,4765,14938,16059,2392,1750,19691
12,12029,273106,195345,45802,12095,1433,57382,45592,66406,9211,64470,8297,3018,661,35557,57633,54376,25714,24331,60964
12,12030,20855,14006,4031,2080,112,6870,2518,5075,563,3996,1041,1074,71,2400,4005,2886,493,526,4165
12,12031,5780,4007,1073,709,43,2643,1180,1498,307,1214,462,350,40,505,1160,449,61,22,1071
12,12032,37340,22458,8800,3469,427,14735,4500,7916,2988,5989,1559,2133,483,1459,3639,2311,248,194,5314
12,12033,15287,10656,2748,1784,88,5942,1147,3848,265,3702,151,146,18,2423,3317,1767,544,430,3435
12,12034,37094,26807,6176,4017,223,15051,3101,10485,857,9526,3911,1176,78,4898,9063,5372,1589,1327,9522
12,12035,151660,109745,24206,6081,769,37234,25675,40460,5252,39335,8202,1015,469,21036,35937,32565,12759,13362,37921
12,12036,11383,7361,2474,1376,57,4033,1696,2748,544,2112,332,985,137,543,1923,931,176,50,1828
12,12037,6179,4481,1028,622,35,2737,564,1610,248,1365,478,263,23,493,1265,402,129,110,1303
12,12038,124824,90430,20719,6215,732,35826,20514,35365,3989,33948,3065,1042,292,22888,31739,29581,8857,9069,32088
12,12039,24890,17687,4515,2162,129,9253,3253,6551,380,6134,948,408,42,2395,5545,3778,888,754,5635
12,12040,26342,17322,5159,2883,318,10384,2063,6057,1472,5570,367,562,104,1610,4161,2387,304,293,5012
12,12041,25584,15020,6850,2893,96,7978,2903,5617,1711,3970,548,3302,387,300,2071,494,155,18,2543
12,12042,18526,11768,4046,3674,238,8422,2962,4618,918,4152,1034,1584,68,762,2768,1918,252,188,3458
12,12043,19456,10541,5400,4534,314,8518,1284,3789,1162,2176,478,2376,325,203,1001,128,58,12,1173
12,12044,12752,8849,2342,1239,50,4647,1122,3257,495,3067,104,190,41,1003,2503,1801,408,365,2806
12,12045,25483,16442,5372,3936,344,11377,2237,5554,1028,3959,2971,2335,257,1773,3236,2467,409,385,3844
12,12046,67641,44993,14052,7593,396,21426,11158,16628,2017,13671,4689,3577,737,4150,11706,8487,2444,1722,12042
12,12047,6883,4601,1305,871,136,3594,986,1629,530,900,533,765,149,381,925,721,45,5,929
12,12048,44263,31304,8177,3282,465,16230,4769,12052,1199,10960,805,1200,241,7515,10442,8412,2010,2073,10461
12,12049,12900,9059,2256,789,99,5432,1285,3579,80,3343,319,201,48,1778,2742,2115,373,338,3265
12,12050,37494,26662,6466,2901,246,12233,11405,9609,625,9144,861,302,81,5241,8602,6488,2032,2207,8489
12,12051,35926,22954,7997,5225,355,15021,2176,7924,1681,6312,562,1886,108,1841,5408,3213,443,411,5756
12,12052,43671,26581,11103,5909,313,16016,4686,9598,2331,5376,1741,5328,741,895,5213,3182,487,331,4833
12,12053,49449,33732,9514,5793,271,18674,5527,12568,1072,9280,3836,3405,221,4208,9849,5889,1072,1028,10529
12,12054,27853,17800,5906,3081,348,11342,6421,6274,2450,3847,1394,2654,853,1498,3508,1661,192,71,3845
12,12055,108416,79286,18184,6828,827,34288,10424,29721,2165,27826,2922,2138,215,12409,24336,19270,6418,6603,27003
12,12056,46812,31150,10061,4685,166,16254,3832,10723,882,6821,1023,3852,233,1401,7165,4141,668,118,7656
12,12057,64577,46367,11101,5816,434,23835,8925,18449,2457,16382,1404,2398,443,9600,15726,10270,2449,2798,16180
12,12058,57377,39496,10587,5400,560,22511,9798,14144,1636,11673,4325,2610,265,5170,11478,7255,1826,1783,11467
12,12059,31599,23292,4950,3702,198,13269,3945,8928,1080,7977,2331,1128,111,3708,7617,4017,1077,1149,7671
12,12060,14658,10145,2697,1256,132,6730,1447,3895,498,3403,998,674,58,1520,2513,2048,146,111,3280
12,12061,42653,30035,7865,3788,154,12709,6979,10590,1965,9874,2686,1912,83,3381,7517,6948,2394,1825,9190
12,12062,22771,13560,5815,5689,518,10309,5640,4639,1183,2749,304,1944,314,473,2547,1274,225,134,2576
12,12063,9753,5919,2455,1304,81,3672,599,2343,963,1821,158,1389,581,139,634,28,54,6,815
12,12064,12404,9022,2024,1480,76,4870,2506,3436,192,3136,246,258,30,2152,3198,1550,460,504,2944
12,12065,7407,4873,1494,1133,48,3426,1017,1837,186,1574,535,368,39,915,1372,638,106,92,1383
12,12066,87967,56227,19139,10287,857,28460,12648,18806,3337,16523,2918,4706,396,5386,13349,11950,3433,2484,14053
